product_id,name,description,interest_rate_type,base_rate,term_months,min_amount,max_amount
828,LoanProd-0828 Home,LoanProd-0828 Home product for customers,FIXED,11.96,60,10000,500000
829,LoanProd-0829 Home,LoanProd-0829 Home product for customers,FIXED,13.33,120,200000,500000
830,LoanProd-0830 Agriculture,LoanProd-0830 Agriculture product for customers,FIXED,11.86,60,50000,10000000
831,LoanProd-0831 Agriculture,LoanProd-0831 Agriculture product for customers,FIXED,10.3,24,10000,5000000
832,LoanProd-0832 Agriculture,LoanProd-0832 Agriculture product for customers,VARIABLE,11.25,48,50000,500000
833,LoanProd-0833 Business,LoanProd-0833 Business product for customers,VARIABLE,11.66,84,100000,500000
834,LoanProd-0834 Gold,LoanProd-0834 Gold product for customers,VARIABLE,13.46,60,10000,5000000
835,LoanProd-0835 Education,LoanProd-0835 Education product for customers,FIXED,11.29,48,100000,10000000
836,LoanProd-0836 Agriculture,LoanProd-0836 Agriculture product for customers,FIXED,9.04,24,10000,500000
837,LoanProd-0837 Business,LoanProd-0837 Business product for customers,FIXED,11.72,24,10000,500000
838,LoanProd-0838 Education,LoanProd-0838 Education product for customers,VARIABLE,9.58,84,50000,10000000
839,LoanProd-0839 Auto,LoanProd-0839 Auto product for customers,VARIABLE,9.36,12,200000,1000000
840,LoanProd-0840 Education,LoanProd-0840 Education product for customers,FIXED,13.68,24,10000,10000000
841,LoanProd-0841 Gold,LoanProd-0841 Gold product for customers,VARIABLE,13.62,60,100000,500000
842,LoanProd-0842 Education,LoanProd-0842 Education product for customers,VARIABLE,8.77,36,50000,10000000
843,LoanProd-0843 Business,LoanProd-0843 Business product for customers,FIXED,8.08,48,100000,500000
844,LoanProd-0844 Business,LoanProd-0844 Business product for customers,VARIABLE,10.21,84,200000,10000000
845,LoanProd-0845 Personal,LoanProd-0845 Personal product for customers,FIXED,12.95,36,200000,500000
846,LoanProd-0846 Home,LoanProd-0846 Home product for customers,VARIABLE,8.43,48,10000,5000000
847,LoanProd-0847 Education,LoanProd-0847 Education product for customers,VARIABLE,12.57,24,100000,1000000
848,LoanProd-0848 Agriculture,LoanProd-0848 Agriculture product for customers,FIXED,10.03,84,200000,1000000
849,LoanProd-0849 Gold,LoanProd-0849 Gold product for customers,FIXED,6.13,12,50000,5000000
850,LoanProd-0850 Gold,LoanProd-0850 Gold product for customers,VARIABLE,9.43,120,50000,1000000
851,LoanProd-0851 Agriculture,LoanProd-0851 Agriculture product for customers,VARIABLE,11.63,48,50000,500000
852,LoanProd-0852 Education,LoanProd-0852 Education product for customers,FIXED,6.8,48,200000,500000
853,LoanProd-0853 Gold,LoanProd-0853 Gold product for customers,FIXED,12.72,12,100000,5000000
854,LoanProd-0854 Gold,LoanProd-0854 Gold product for customers,VARIABLE,11.39,12,10000,1000000
855,LoanProd-0855 Personal,LoanProd-0855 Personal product for customers,FIXED,7.11,36,100000,5000000
856,LoanProd-0856 Personal,LoanProd-0856 Personal product for customers,FIXED,11.27,36,100000,500000
857,LoanProd-0857 Gold,LoanProd-0857 Gold product for customers,FIXED,11.33,60,50000,10000000
858,LoanProd-0858 Business,LoanProd-0858 Business product for customers,VARIABLE,7.9,60,200000,1000000
859,LoanProd-0859 Personal,LoanProd-0859 Personal product for customers,VARIABLE,6.78,24,10000,1000000
860,LoanProd-0860 Agriculture,LoanProd-0860 Agriculture product for customers,VARIABLE,7.99,24,10000,500000
861,LoanProd-0861 Home,LoanProd-0861 Home product for customers,FIXED,8.33,36,50000,5000000
862,LoanProd-0862 Gold,LoanProd-0862 Gold product for customers,FIXED,13.89,48,100000,500000
863,LoanProd-0863 Business,LoanProd-0863 Business product for customers,VARIABLE,8.51,36,200000,10000000
864,LoanProd-0864 Auto,LoanProd-0864 Auto product for customers,VARIABLE,11.55,36,10000,10000000
865,LoanProd-0865 Auto,LoanProd-0865 Auto product for customers,FIXED,8.69,48,100000,10000000
866,LoanProd-0866 Home,LoanProd-0866 Home product for customers,FIXED,7.33,24,10000,1000000
867,LoanProd-0867 Auto,LoanProd-0867 Auto product for customers,VARIABLE,6.31,48,200000,10000000
868,LoanProd-0868 Agriculture,LoanProd-0868 Agriculture product for customers,FIXED,7.48,12,100000,500000
869,LoanProd-0869 Agriculture,LoanProd-0869 Agriculture product for customers,VARIABLE,6.82,60,50000,500000
870,LoanProd-0870 Personal,LoanProd-0870 Personal product for customers,FIXED,9.3,48,10000,500000
871,LoanProd-0871 Agriculture,LoanProd-0871 Agriculture product for customers,FIXED,7.74,24,200000,5000000
872,LoanProd-0872 Agriculture,LoanProd-0872 Agriculture product for customers,VARIABLE,9.89,60,10000,10000000
873,LoanProd-0873 Agriculture,LoanProd-0873 Agriculture product for customers,FIXED,9.33,36,50000,10000000
874,LoanProd-0874 Business,LoanProd-0874 Business product for customers,VARIABLE,12.63,120,100000,5000000
875,LoanProd-0875 Personal,LoanProd-0875 Personal product for customers,FIXED,6.12,24,100000,1000000
876,LoanProd-0876 Personal,LoanProd-0876 Personal product for customers,VARIABLE,7.53,12,50000,10000000
877,LoanProd-0877 Auto,LoanProd-0877 Auto product for customers,VARIABLE,6.61,36,10000,1000000
878,LoanProd-0878 Home,LoanProd-0878 Home product for customers,FIXED,13.31,12,50000,10000000
879,LoanProd-0879 Education,LoanProd-0879 Education product for customers,VARIABLE,11.05,120,10000,5000000
880,LoanProd-0880 Agriculture,LoanProd-0880 Agriculture product for customers,FIXED,10.83,24,200000,500000
881,LoanProd-0881 Business,LoanProd-0881 Business product for customers,FIXED,6.2,48,10000,500000
882,LoanProd-0882 Agriculture,LoanProd-0882 Agriculture product for customers,FIXED,12.52,120,50000,5000000
883,LoanProd-0883 Agriculture,LoanProd-0883 Agriculture product for customers,VARIABLE,13.65,84,50000,5000000
884,LoanProd-0884 Education,LoanProd-0884 Education product for customers,VARIABLE,9.27,60,50000,5000000
885,LoanProd-0885 Home,LoanProd-0885 Home product for customers,FIXED,7.76,12,100000,500000
886,LoanProd-0886 Auto,LoanProd-0886 Auto product for customers,FIXED,10.13,12,10000,5000000
887,LoanProd-0887 Home,LoanProd-0887 Home product for customers,VARIABLE,13.37,84,50000,1000000
888,LoanProd-0888 Personal,LoanProd-0888 Personal product for customers,FIXED,9.56,60,10000,5000000
889,LoanProd-0889 Personal,LoanProd-0889 Personal product for customers,VARIABLE,6.31,36,200000,500000
890,LoanProd-0890 Gold,LoanProd-0890 Gold product for customers,VARIABLE,12.34,120,200000,10000000
891,LoanProd-0891 Home,LoanProd-0891 Home product for customers,VARIABLE,11.28,60,200000,1000000
892,LoanProd-0892 Home,LoanProd-0892 Home product for customers,FIXED,7.58,36,100000,10000000
893,LoanProd-0893 Personal,LoanProd-0893 Personal product for customers,VARIABLE,9.79,120,50000,10000000
894,LoanProd-0894 Personal,LoanProd-0894 Personal product for customers,VARIABLE,10.8,120,10000,10000000
895,LoanProd-0895 Education,LoanProd-0895 Education product for customers,VARIABLE,6.22,24,200000,5000000
896,LoanProd-0896 Personal,LoanProd-0896 Personal product for customers,VARIABLE,6.03,24,50000,500000
897,LoanProd-0897 Education,LoanProd-0897 Education product for customers,FIXED,9.15,60,100000,500000
898,LoanProd-0898 Auto,LoanProd-0898 Auto product for customers,VARIABLE,13.71,12,10000,10000000
899,LoanProd-0899 Home,LoanProd-0899 Home product for customers,FIXED,7.34,120,200000,5000000
900,LoanProd-0900 Auto,LoanProd-0900 Auto product for customers,FIXED,11.62,60,10000,5000000
901,LoanProd-0901 Business,LoanProd-0901 Business product for customers,VARIABLE,7.93,84,10000,500000
902,LoanProd-0902 Home,LoanProd-0902 Home product for customers,VARIABLE,11.15,36,200000,500000
903,LoanProd-0903 Auto,LoanProd-0903 Auto product for customers,VARIABLE,7.81,12,200000,5000000
904,LoanProd-0904 Home,LoanProd-0904 Home product for customers,FIXED,8.25,36,200000,10000000
905,LoanProd-0905 Gold,LoanProd-0905 Gold product for customers,VARIABLE,13.01,48,100000,5000000
906,LoanProd-0906 Gold,LoanProd-0906 Gold product for customers,FIXED,9.74,84,50000,10000000
907,LoanProd-0907 Agriculture,LoanProd-0907 Agriculture product for customers,FIXED,6.2,12,200000,10000000
908,LoanProd-0908 Home,LoanProd-0908 Home product for customers,FIXED,9.56,120,50000,10000000
909,LoanProd-0909 Personal,LoanProd-0909 Personal product for customers,VARIABLE,10.76,120,50000,500000
910,LoanProd-0910 Business,LoanProd-0910 Business product for customers,FIXED,6.89,12,200000,500000
911,LoanProd-0911 Gold,LoanProd-0911 Gold product for customers,VARIABLE,12.66,12,100000,500000
912,LoanProd-0912 Auto,LoanProd-0912 Auto product for customers,FIXED,8.14,36,10000,5000000
913,LoanProd-0913 Personal,LoanProd-0913 Personal product for customers,VARIABLE,9.58,24,50000,1000000
914,LoanProd-0914 Education,LoanProd-0914 Education product for customers,VARIABLE,11.31,84,200000,5000000
915,LoanProd-0915 Personal,LoanProd-0915 Personal product for customers,FIXED,7.83,12,200000,500000
916,LoanProd-0916 Agriculture,LoanProd-0916 Agriculture product for customers,FIXED,11.82,36,50000,500000
917,LoanProd-0917 Agriculture,LoanProd-0917 Agriculture product for customers,FIXED,8.49,84,50000,10000000
918,LoanProd-0918 Education,LoanProd-0918 Education product for customers,VARIABLE,13.84,24,200000,500000
919,LoanProd-0919 Education,LoanProd-0919 Education product for customers,VARIABLE,11.18,48,50000,500000
920,LoanProd-0920 Business,LoanProd-0920 Business product for customers,FIXED,13.69,120,100000,10000000
921,LoanProd-0921 Education,LoanProd-0921 Education product for customers,FIXED,8.18,48,50000,1000000
922,LoanProd-0922 Agriculture,LoanProd-0922 Agriculture product for customers,VARIABLE,12.77,48,100000,1000000
923,LoanProd-0923 Agriculture,LoanProd-0923 Agriculture product for customers,FIXED,12.93,84,200000,10000000
924,LoanProd-0924 Education,LoanProd-0924 Education product for customers,FIXED,8.09,12,50000,5000000
925,LoanProd-0925 Gold,LoanProd-0925 Gold product for customers,FIXED,12.33,120,200000,10000000
926,LoanProd-0926 Business,LoanProd-0926 Business product for customers,FIXED,9.44,36,100000,500000
927,LoanProd-0927 Business,LoanProd-0927 Business product for customers,FIXED,12.6,48,50000,500000
928,LoanProd-0928 Education,LoanProd-0928 Education product for customers,FIXED,9.11,36,10000,10000000
929,LoanProd-0929 Education,LoanProd-0929 Education product for customers,FIXED,13.48,36,100000,10000000
930,LoanProd-0930 Personal,LoanProd-0930 Personal product for customers,VARIABLE,7.67,60,200000,500000
931,LoanProd-0931 Home,LoanProd-0931 Home product for customers,VARIABLE,11.3,84,100000,5000000
932,LoanProd-0932 Business,LoanProd-0932 Business product for customers,FIXED,12.78,24,50000,5000000
933,LoanProd-0933 Education,LoanProd-0933 Education product for customers,FIXED,9.8,120,10000,10000000
934,LoanProd-0934 Business,LoanProd-0934 Business product for customers,FIXED,8.9,24,10000,5000000
935,LoanProd-0935 Home,LoanProd-0935 Home product for customers,FIXED,9.12,12,10000,500000
936,LoanProd-0936 Education,LoanProd-0936 Education product for customers,FIXED,12.27,120,10000,500000
937,LoanProd-0937 Home,LoanProd-0937 Home product for customers,VARIABLE,9.39,48,10000,10000000
938,LoanProd-0938 Auto,LoanProd-0938 Auto product for customers,VARIABLE,12.3,120,10000,1000000
939,LoanProd-0939 Home,LoanProd-0939 Home product for customers,FIXED,6.01,84,50000,1000000
940,LoanProd-0940 Gold,LoanProd-0940 Gold product for customers,VARIABLE,11.33,48,10000,10000000
941,LoanProd-0941 Business,LoanProd-0941 Business product for customers,FIXED,7.57,24,10000,500000
942,LoanProd-0942 Personal,LoanProd-0942 Personal product for customers,VARIABLE,10.23,48,200000,1000000
943,LoanProd-0943 Education,LoanProd-0943 Education product for customers,VARIABLE,12.85,36,100000,10000000
944,LoanProd-0944 Home,LoanProd-0944 Home product for customers,FIXED,7.01,12,50000,1000000
945,LoanProd-0945 Home,LoanProd-0945 Home product for customers,VARIABLE,7.71,12,200000,5000000
946,LoanProd-0946 Home,LoanProd-0946 Home product for customers,VARIABLE,9.08,84,50000,500000
947,LoanProd-0947 Auto,LoanProd-0947 Auto product for customers,FIXED,9.31,120,10000,10000000
948,LoanProd-0948 Gold,LoanProd-0948 Gold product for customers,FIXED,9.39,24,100000,500000
949,LoanProd-0949 Business,LoanProd-0949 Business product for customers,VARIABLE,9.48,12,50000,1000000
950,LoanProd-0950 Auto,LoanProd-0950 Auto product for customers,FIXED,11.7,84,50000,1000000
951,LoanProd-0951 Personal,LoanProd-0951 Personal product for customers,FIXED,12.31,60,50000,10000000
952,LoanProd-0952 Agriculture,LoanProd-0952 Agriculture product for customers,VARIABLE,13.29,24,200000,1000000
953,LoanProd-0953 Business,LoanProd-0953 Business product for customers,VARIABLE,10.84,60,100000,1000000
954,LoanProd-0954 Auto,LoanProd-0954 Auto product for customers,VARIABLE,7.48,60,200000,5000000
955,LoanProd-0955 Personal,LoanProd-0955 Personal product for customers,VARIABLE,11.47,36,50000,10000000
956,LoanProd-0956 Agriculture,LoanProd-0956 Agriculture product for customers,VARIABLE,10.06,120,10000,500000
957,LoanProd-0957 Personal,LoanProd-0957 Personal product for customers,FIXED,7.77,48,100000,500000
958,LoanProd-0958 Gold,LoanProd-0958 Gold product for customers,FIXED,8.56,48,200000,500000
959,LoanProd-0959 Agriculture,LoanProd-0959 Agriculture product for customers,VARIABLE,8.54,36,10000,10000000
960,LoanProd-0960 Education,LoanProd-0960 Education product for customers,FIXED,12.24,60,200000,500000
961,LoanProd-0961 Auto,LoanProd-0961 Auto product for customers,VARIABLE,10.62,84,50000,500000
962,LoanProd-0962 Education,LoanProd-0962 Education product for customers,VARIABLE,13.64,24,200000,1000000
963,LoanProd-0963 Home,LoanProd-0963 Home product for customers,VARIABLE,7.43,84,200000,10000000
964,LoanProd-0964 Education,LoanProd-0964 Education product for customers,FIXED,7.73,24,100000,5000000
965,LoanProd-0965 Home,LoanProd-0965 Home product for customers,FIXED,7.4,36,100000,10000000
966,LoanProd-0966 Business,LoanProd-0966 Business product for customers,FIXED,11.77,120,50000,5000000
967,LoanProd-0967 Business,LoanProd-0967 Business product for customers,VARIABLE,12.11,12,50000,5000000
968,LoanProd-0968 Education,LoanProd-0968 Education product for customers,VARIABLE,8.16,12,10000,500000
969,LoanProd-0969 Business,LoanProd-0969 Business product for customers,FIXED,13.9,48,10000,1000000
970,LoanProd-0970 Education,LoanProd-0970 Education product for customers,VARIABLE,7.19,36,200000,10000000
971,LoanProd-0971 Agriculture,LoanProd-0971 Agriculture product for customers,VARIABLE,6.83,24,100000,5000000
972,LoanProd-0972 Education,LoanProd-0972 Education product for customers,FIXED,7.64,12,10000,500000
973,LoanProd-0973 Personal,LoanProd-0973 Personal product for customers,VARIABLE,13.65,12,50000,1000000
974,LoanProd-0974 Education,LoanProd-0974 Education product for customers,VARIABLE,13.95,60,50000,10000000
975,LoanProd-0975 Auto,LoanProd-0975 Auto product for customers,FIXED,12.39,12,200000,1000000
976,LoanProd-0976 Home,LoanProd-0976 Home product for customers,FIXED,11.09,24,200000,5000000
977,LoanProd-0977 Agriculture,LoanProd-0977 Agriculture product for customers,VARIABLE,10.36,24,50000,500000
978,LoanProd-0978 Business,LoanProd-0978 Business product for customers,FIXED,6.05,60,200000,500000
979,LoanProd-0979 Gold,LoanProd-0979 Gold product for customers,VARIABLE,7.1,48,100000,500000
980,LoanProd-0980 Business,LoanProd-0980 Business product for customers,FIXED,9.92,84,200000,1000000
981,LoanProd-0981 Education,LoanProd-0981 Education product for customers,VARIABLE,8.61,24,100000,5000000
982,LoanProd-0982 Personal,LoanProd-0982 Personal product for customers,FIXED,11.48,12,10000,5000000
983,LoanProd-0983 Home,LoanProd-0983 Home product for customers,FIXED,10.11,60,100000,5000000
984,LoanProd-0984 Education,LoanProd-0984 Education product for customers,FIXED,7.03,24,50000,500000
985,LoanProd-0985 Home,LoanProd-0985 Home product for customers,FIXED,9.35,48,50000,1000000
986,LoanProd-0986 Auto,LoanProd-0986 Auto product for customers,VARIABLE,6.31,84,50000,500000
987,LoanProd-0987 Education,LoanProd-0987 Education product for customers,FIXED,11.36,84,50000,5000000
988,LoanProd-0988 Auto,LoanProd-0988 Auto product for customers,VARIABLE,8.65,24,10000,10000000
989,LoanProd-0989 Agriculture,LoanProd-0989 Agriculture product for customers,FIXED,12.8,60,10000,500000
990,LoanProd-0990 Agriculture,LoanProd-0990 Agriculture product for customers,VARIABLE,11.68,24,10000,10000000
991,LoanProd-0991 Agriculture,LoanProd-0991 Agriculture product for customers,VARIABLE,10.9,120,200000,5000000
992,LoanProd-0992 Home,LoanProd-0992 Home product for customers,FIXED,7.65,12,100000,5000000
993,LoanProd-0993 Personal,LoanProd-0993 Personal product for customers,VARIABLE,6.51,12,200000,500000
994,LoanProd-0994 Business,LoanProd-0994 Business product for customers,VARIABLE,8.11,48,10000,500000
995,LoanProd-0995 Education,LoanProd-0995 Education product for customers,VARIABLE,8.32,84,100000,500000
996,LoanProd-0996 Home,LoanProd-0996 Home product for customers,VARIABLE,11.83,12,200000,10000000
997,LoanProd-0997 Personal,LoanProd-0997 Personal product for customers,FIXED,10.64,48,50000,500000
998,LoanProd-0998 Gold,LoanProd-0998 Gold product for customers,FIXED,8.37,12,100000,500000
999,LoanProd-0999 Personal,LoanProd-0999 Personal product for customers,FIXED,11.23,120,200000,10000000
1000,LoanProd-1000 Home,LoanProd-1000 Home product for customers,FIXED,6.98,120,50000,5000000
